ERGOCALCIFEROL,Oedema peripheral,2
ERGOCALCIFEROL,Drug eruption,2
ERGOCALCIFEROL,Rash,3
ERGOCALCIFEROL,Arthralgia,2
ERGOCALCIFEROL,Erythema,2
ERGOCALCIFEROL,Product use issue,2
ERGOCALCIFEROL,Drug abuse,2
ERGOCALCIFEROL,Pulmonary fibrosis,2
ERGOCALCIFEROL,Deafness,2
ERGOCALCIFEROL,Hip arthroplasty,2
ERGOCALCIFEROL,Rheumatoid arthritis,3
ERGOCALCIFEROL,Drug interaction,2
VALPROATE,Product use in unapproved indication,4
VALPROATE,Disease recurrence,4
VALPROATE,Oculogyric crisis,4
KETOROLAC TROMETHAMINE,Hypogammaglobulinaemia,2
KETOROLAC TROMETHAMINE,Condition aggravated,6
KETOROLAC TROMETHAMINE,Fatigue,2
KETOROLAC TROMETHAMINE,Cataract,2
KETOROLAC TROMETHAMINE,Temporomandibular pain and dysfunction syndrome,2
KETOROLAC TROMETHAMINE,Candida infection,2
KETOROLAC TROMETHAMINE,Product dispensing error,2
KETOROLAC TROMETHAMINE,Fall,2
KETOROLAC TROMETHAMINE,Tendonitis,2
KETOROLAC TROMETHAMINE,Limb injury,2
KETOROLAC TROMETHAMINE,Muscle spasms,2
KETOROLAC TROMETHAMINE,Osteopenia,2
KETOROLAC TROMETHAMINE,Hiatus hernia,2
KETOROLAC TROMETHAMINE,Diarrhoea,2
KETOROLAC TROMETHAMINE,Chondromalacia,2
KETOROLAC TROMETHAMINE,Lower limb fracture,2
KETOROLAC TROMETHAMINE,Drug ineffective,2
KETOROLAC TROMETHAMINE,Fibromyalgia,2
KETOROLAC TROMETHAMINE,Bone pain,2
KETOROLAC TROMETHAMINE,Hysterectomy,2
KETOROLAC TROMETHAMINE,Endometriosis,2
KETOROLAC TROMETHAMINE,Osteoporosis,2
KETOROLAC TROMETHAMINE,Abdominal pain upper,2
AMLODIPINE MESYLATE,Toxicity to various agents,31
AMLODIPINE MESYLATE,Dementia,31
AMLODIPINE MESYLATE,Cognitive disorder,31
AMLODIPINE MESYLATE,Sedation complication,31
AMLODIPINE MESYLATE,Creatinine renal clearance decreased,31
AMLODIPINE MESYLATE,Pain,31
AMLODIPINE MESYLATE,Fall,31
AMLODIPINE MESYLATE,Orthostatic hypotension,31
AMLODIPINE MESYLATE,Drug abuse,31
AMLODIPINE MESYLATE,Creatinine renal clearance increased,31
AMLODIPINE MESYLATE,Blood calcium decreased,31
AMLODIPINE MESYLATE,Drug interaction,31
AMLODIPINE MESYLATE,Bladder disorder,31
AMLODIPINE MESYLATE,Overdose,31
AMLODIPINE MESYLATE,Off label use,31
AMLODIPINE MESYLATE,Balance disorder,31
AMLODIPINE MESYLATE,Depressed level of consciousness,31
AMLODIPINE MESYLATE,Hypotension,31
AMLODIPINE MESYLATE,Dyspnoea,31
AMLODIPINE MESYLATE,Renal function test abnormal,31
AMLODIPINE MESYLATE,Mobility decreased,31
AMLODIPINE MESYLATE,Constipation,31
AMLODIPINE MESYLATE,Product use in unapproved indication,31
AMLODIPINE MESYLATE,Sedation,31
DIETARY SUPPLEMENT\HERBALS,Night sweats,2
DIETARY SUPPLEMENT\HERBALS,Sinusitis,4
DIETARY SUPPLEMENT\HERBALS,Musculoskeletal pain,2
DIETARY SUPPLEMENT\HERBALS,Hypersensitivity,2
DIETARY SUPPLEMENT\HERBALS,Abdominal discomfort,3
DIETARY SUPPLEMENT\HERBALS,Duodenal ulcer perforation,3
DIETARY SUPPLEMENT\HERBALS,Lupus-like syndrome,3
DIETARY SUPPLEMENT\HERBALS,Infection,3
DIETARY SUPPLEMENT\HERBALS,Dizziness,2
DIETARY SUPPLEMENT\HERBALS,Live birth,3
DIETARY SUPPLEMENT\HERBALS,Weight increased,4
DIETARY SUPPLEMENT\HERBALS,Psoriatic arthropathy,3
DIETARY SUPPLEMENT\HERBALS,Gait disturbance,3
DIETARY SUPPLEMENT\HERBALS,Rheumatic fever,3
DIETARY SUPPLEMENT\HERBALS,Muscle injury,4
DIETARY SUPPLEMENT\HERBALS,Inflammation,4
DIETARY SUPPLEMENT\HERBALS,Pyrexia,3
DIETARY SUPPLEMENT\HERBALS,Musculoskeletal stiffness,2
DIETARY SUPPLEMENT\HERBALS,Prescribed underdose,3
DIETARY SUPPLEMENT\HERBALS,Sciatica,3
DIETARY SUPPLEMENT\HERBALS,Systemic lupus erythematosus,4
DIETARY SUPPLEMENT\HERBALS,Ill-defined disorder,2
DIETARY SUPPLEMENT\HERBALS,Infusion site reaction,3
DIETARY SUPPLEMENT\HERBALS,Lower limb fracture,4
DIETARY SUPPLEMENT\HERBALS,Sleep disorder due to a general medical condition,3
DIETARY SUPPLEMENT\HERBALS,"Sleep disorder due to general medical condition, insomnia type",2
DIETARY SUPPLEMENT\HERBALS,Weight decreased,3
DIETARY SUPPLEMENT\HERBALS,Synovitis,4
DIETARY SUPPLEMENT\HERBALS,Drug intolerance,2
DIETARY SUPPLEMENT\HERBALS,Rheumatoid factor positive,3
DIETARY SUPPLEMENT\HERBALS,Off label use,4
DIETARY SUPPLEMENT\HERBALS,Dry mouth,4
DIETARY SUPPLEMENT\HERBALS,Ulcer haemorrhage,3
DIETARY SUPPLEMENT\HERBALS,Fibromyalgia,3
DIETARY SUPPLEMENT\HERBALS,Gastrointestinal disorder,2
DIETARY SUPPLEMENT\HERBALS,Malaise,3
DIETARY SUPPLEMENT\HERBALS,Liver function test increased,3
DIETARY SUPPLEMENT\HERBALS,Memory impairment,3
DIETARY SUPPLEMENT\HERBALS,Therapeutic product effect decreased,4
DIETARY SUPPLEMENT\HERBALS,Oedema,2
DIETARY SUPPLEMENT\HERBALS,Anxiety,3
DIETARY SUPPLEMENT\HERBALS,Wheezing,3
DIETARY SUPPLEMENT\HERBALS,Pemphigus,4
