Photosensitivity reaction,143643,48
Dysstasia,143643,20
Affective disorder,143643,4
Muscle contractions involuntary,143643,4
Fungal abscess central nervous system,143643,3
Foreign body in throat,143643,4
Peritonitis,143643,10
Atrioventricular block complete,143643,8
Acute promyelocytic leukaemia,143643,4
Graft versus host disease in skin,143643,23
Respiratory muscle weakness,143643,4
Chronic myeloid leukaemia,143643,10
Personality disorder,143643,16
Lung diffusion test decreased,143643,6
Throat tightness,143643,23
Generalised tonic-clonic seizure,143643,2
Cholangiocarcinoma,143643,9
Xanthoma,143643,5
Colon cancer,143643,22
Protothecosis,143643,10
Muscle atrophy,143643,4
Epstein-Barr virus associated lymphoproliferative disorder,143643,23
Renal failure,143643,10
Hyperuricaemia,143643,10
Herpes virus infection,143643,7
Hyperaemia,143643,12
Exanthema subitum,143643,10
Aphasia,143643,4
Gestational diabetes,143643,2
False negative investigation result,143643,9
Venoocclusive liver disease,143643,10
Brain herniation,143643,24
Pulmonary alveolar haemorrhage,143643,8
Mononucleosis syndrome,143643,23
Cardiovascular disorder,143643,4
Spleen palpable,143643,10
Eye infection,143643,57
Pallor,143643,56
Menopause,143643,57
Adenocarcinoma gastric,143643,10
Overweight,143643,7
Prostatic specific antigen increased,143643,10
Red blood cell sedimentation rate abnormal,143643,14
Multiple-drug resistance,143643,8
Suicide attempt,143643,2
Paralysis,143643,7
Vein disorder,143643,7
Chest pain,143643,20
Acute respiratory distress syndrome,143643,4
Sensory disturbance,143643,4
Ocular icterus,143643,2
Gastroenteritis aeromonas,143643,7
Disturbance in attention,143643,9
Liver palpable,143643,10
Interstitial lung disease,143643,4
Peripheral coldness,143643,4
Hot flush,143643,3
Accident,143643,2
Immunosuppressant drug level decreased,143643,10
Hyper IgE syndrome,143643,7
External ear pain,143643,5
Product label issue,143643,7
Steatohepatitis,143643,3
Papilloedema,143643,10
Visual acuity reduced,143643,10
Emphysema,143643,52
Petechiae,143643,7
Premature delivery,143643,14
Onychoclasis,143643,7
Joint laxity,143643,14
Anger,143643,21
Tendon disorder,143643,4
Haemorrhoids,143643,5
Haemoglobin decreased,143643,14
Disability assessment scale score increased,143643,57
Infected bite,143643,56
Ejection fraction abnormal,143643,2
Cytomegalovirus infection,143643,7
Exophthalmos,143643,10
Accidental exposure to product,143643,2
Allergic sinusitis,143643,7
Ear swelling,143643,5
Pyelonephritis chronic,143643,7
Partial seizures with secondary generalisation,143643,5
Ecchymosis,143643,4
Stevens-Johnson syndrome,143643,6
Dysphagia,143643,7
Gastrointestinal pain,143643,7
Fibrosis,143643,10
Fungal infection,143643,8
Fixed eruption,143643,6
Cystic fibrosis,143643,8
Eye haemorrhage,143643,11
Meningitis cryptococcal,143643,9
Cerebral artery embolism,143643,3
Enterococcal infection,143643,10
Product prescribing issue,143643,5
Intracranial hypotension,143643,2
Ligament sprain,143643,5
Scar,143643,3
Drug screen positive,143643,4
Autonomic nervous system imbalance,143643,4
Systemic candida,143643,5
Metabolic disorder,143643,4
Homicide,143643,3
Allergic reaction to excipient,143643,7
Varicose vein,143643,7
Legionella infection,143643,7
Tardive dyskinesia,143643,11
Shock,143643,5
Enterocolitis,143643,2
Tendon pain,143643,4
Drooling,143643,4
Pulmonary mass,143643,7
Limb mass,143643,7
Respiratory alkalosis,143643,7
FEV1/FVC ratio decreased,143643,8
Eye disorder,143643,6
Neuroleptic malignant syndrome,143643,4
Brugada syndrome,143643,3
Tracheal disorder,143643,4
Scedosporium infection,143643,3
Myocarditis,143643,3
Decreased activity,143643,74
COVID-19,143643,24
Protein urine present,143643,7
Viral infection,143643,24
Intentional self-injury,143643,70
Nephritis,143643,7
Product administered to patient of inappropriate age,143643,2
Traumatic haemorrhage,143643,11
Haematological infection,143643,70
Polyp,143643,24
Forced vital capacity decreased,143643,36
Substance abuse,143643,3
Renal pain,143643,13
Ventricular tachycardia,143643,2
Incorrect dose administered by device,143643,7
Intentional product misuse,143643,6
Abdominal pain lower,143643,7
Cardiomyopathy,143643,2
Dysgeusia,143643,4
Wrong technique in product usage process,143643,87
Infarction,143643,3
Coagulopathy,143643,5
Breast discharge,143643,3
Hair colour changes,143643,4
Lethargy,143643,2
Groin pain,143643,7
Needle issue,143643,7
Drug level increased,143643,2
Increased appetite,143643,29
Normal newborn,143643,2
Electrocardiogram QRS complex prolonged,143643,3
Fear of injection,143643,7
"Hallucination, auditory",143643,2
Blood creatinine increased,143643,5
Haematoma,143643,5
Bronchiectasis,143643,6
Aplastic anaemia,143643,3
Breakthrough pain,143643,4
